song,artist,pk,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Rock And A Hard Place,Bailey Zimmerman,Rock And A Hard Place_Bailey Zimmerman,0.582,0.568,1.0,-7.3,1.0,0.0275,0.577,0.0,0.105,0.394,121.991,audio_features,1TE8AAk9koG0UJco6ZAUfx,spotify:track:1TE8AAk9koG0UJco6ZAUfx,https://api.spotify.com/v1/tracks/1TE8AAk9koG0UJco6ZAUfx,https://api.spotify.com/v1/audio-analysis/1TE8AAk9koG0UJco6ZAUfx,207541.0,3.0
Cash In Cash Out,"Pharrell Williams Featuring 21 Savage & Tyler, The Creator","Cash In Cash Out_Pharrell Williams Featuring 21 Savage & Tyler, The Creator",0.877,0.56,7.0,-3.751,1.0,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,audio_features,3S68RFe1lsdCdTMPIMJM3X,spotify:track:3S68RFe1lsdCdTMPIMJM3X,https://api.spotify.com/v1/tracks/3S68RFe1lsdCdTMPIMJM3X,https://api.spotify.com/v1/audio-analysis/3S68RFe1lsdCdTMPIMJM3X,216136.0,4.0
So Good,Halsey,So Good_Halsey,0.576,0.627,3.0,-4.649,0.0,0.0449,0.0385,0.0,0.181,0.311,164.998,audio_features,6kxaaIeowajN7w21PfMLbu,spotify:track:6kxaaIeowajN7w21PfMLbu,https://api.spotify.com/v1/tracks/6kxaaIeowajN7w21PfMLbu,https://api.spotify.com/v1/audio-analysis/6kxaaIeowajN7w21PfMLbu,176059.0,4.0
Run BTS,BTS,Run BTS_BTS,0.724,0.818,8.0,-3.747,1.0,0.168,0.0201,0.0,0.0358,0.696,77.004,audio_features,69xohKu8C1fsflYAiSNbwM,spotify:track:69xohKu8C1fsflYAiSNbwM,https://api.spotify.com/v1/tracks/69xohKu8C1fsflYAiSNbwM,https://api.spotify.com/v1/audio-analysis/69xohKu8C1fsflYAiSNbwM,204940.0,4.0
I Ain't Worried,OneRepublic,I Ain't Worried_OneRepublic,0.704,0.797,0.0,-5.927,1.0,0.0475,0.0826,0.000745,0.0546,0.825,139.994,audio_features,4h9wh7iOZ0GGn8QVp4RAOB,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486.0,4.0
5 Foot 9,Tyler Hubbard,5 Foot 9_Tyler Hubbard,0.605,0.79,5.0,-5.576,1.0,0.0454,0.16,0.0,0.126,0.507,105.997,audio_features,0U4iRayct65wsaBMQGiLbg,spotify:track:0U4iRayct65wsaBMQGiLbg,https://api.spotify.com/v1/tracks/0U4iRayct65wsaBMQGiLbg,https://api.spotify.com/v1/audio-analysis/0U4iRayct65wsaBMQGiLbg,189773.0,4.0
New Truck,Dylan Scott,New Truck_Dylan Scott,0.529,0.755,1.0,-5.864,1.0,0.125,0.222,0.0,0.0986,0.528,96.86,audio_features,4MDYIbU6I29Gjiu7JATTIJ,spotify:track:4MDYIbU6I29Gjiu7JATTIJ,https://api.spotify.com/v1/tracks/4MDYIbU6I29Gjiu7JATTIJ,https://api.spotify.com/v1/audio-analysis/4MDYIbU6I29Gjiu7JATTIJ,174360.0,4.0
I Like You (A Happier Song),Post Malone Featuring Doja Cat,I Like You (A Happier Song)_Post Malone Featuring Doja Cat,0.733,0.67,5.0,-6.009,1.0,0.0751,0.121,0.0,0.121,0.472,100.964,audio_features,0O6u0VJ46W86TxN9wgyqDj,spotify:track:0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/tracks/0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/audio-analysis/0O6u0VJ46W86TxN9wgyqDj,192841.0,4.0
Distraction,Polo G,Distraction_Polo G,0.713,0.689,11.0,-5.99,1.0,0.255,0.16,0.0,0.136,0.63,156.934,audio_features,1oc92BMKYkNxK17C2GtyRM,spotify:track:1oc92BMKYkNxK17C2GtyRM,https://api.spotify.com/v1/tracks/1oc92BMKYkNxK17C2GtyRM,https://api.spotify.com/v1/audio-analysis/1oc92BMKYkNxK17C2GtyRM,171319.0,4.0
I Cannot Be (A Sadder Song),Post Malone Featuring Gunna,I Cannot Be (A Sadder Song)_Post Malone Featuring Gunna,0.517,0.668,1.0,-6.012,1.0,0.116,0.0712,0.0,0.407,0.646,79.782,audio_features,4IxeKzzxUSEgivgtbSbyIK,spotify:track:4IxeKzzxUSEgivgtbSbyIK,https://api.spotify.com/v1/tracks/4IxeKzzxUSEgivgtbSbyIK,https://api.spotify.com/v1/audio-analysis/4IxeKzzxUSEgivgtbSbyIK,169824.0,4.0
Wrapped Around Your Finger,Post Malone,Wrapped Around Your Finger_Post Malone,0.744,0.628,2.0,-5.435,1.0,0.0287,0.0493,0.0,0.317,0.539,119.966,audio_features,6Kfoo60npYPdvNxMPMiDpX,spotify:track:6Kfoo60npYPdvNxMPMiDpX,https://api.spotify.com/v1/tracks/6Kfoo60npYPdvNxMPMiDpX,https://api.spotify.com/v1/audio-analysis/6Kfoo60npYPdvNxMPMiDpX,193565.0,4.0
Lemon Tree,Post Malone,Lemon Tree_Post Malone,0.611,0.584,11.0,-6.897,0.0,0.0301,0.083,0.0,0.432,0.181,116.106,audio_features,1NvpO1o8SpkdH3txtJQQc7,spotify:track:1NvpO1o8SpkdH3txtJQQc7,https://api.spotify.com/v1/tracks/1NvpO1o8SpkdH3txtJQQc7,https://api.spotify.com/v1/audio-analysis/1NvpO1o8SpkdH3txtJQQc7,243486.0,4.0
Reputation,Post Malone,Reputation_Post Malone,0.314,0.439,2.0,-5.726,1.0,0.0311,0.671,0.0,0.181,0.364,180.119,audio_features,67dU06KGaJHLLlo5Y5bkD2,spotify:track:67dU06KGaJHLLlo5Y5bkD2,https://api.spotify.com/v1/tracks/67dU06KGaJHLLlo5Y5bkD2,https://api.spotify.com/v1/audio-analysis/67dU06KGaJHLLlo5Y5bkD2,248178.0,4.0
Wasting Angels,Post Malone Featuring The Kid LAROI,Wasting Angels_Post Malone Featuring The Kid LAROI,0.583,0.43,9.0,-7.748,1.0,0.0353,0.801,0.0,0.0867,0.367,84.967,audio_features,2OcSE0EXzgUuqkM1NIJPHJ,spotify:track:2OcSE0EXzgUuqkM1NIJPHJ,https://api.spotify.com/v1/tracks/2OcSE0EXzgUuqkM1NIJPHJ,https://api.spotify.com/v1/audio-analysis/2OcSE0EXzgUuqkM1NIJPHJ,243158.0,4.0
Insane,Post Malone,Insane_Post Malone,0.645,0.671,10.0,-7.208,0.0,0.0459,0.0597,8e-06,0.11,0.365,82.546,audio_features,2meHtZ7N97pJfvTL4hYtfv,spotify:track:2meHtZ7N97pJfvTL4hYtfv,https://api.spotify.com/v1/tracks/2meHtZ7N97pJfvTL4hYtfv,https://api.spotify.com/v1/audio-analysis/2meHtZ7N97pJfvTL4hYtfv,169661.0,4.0
Love/Hate Letter To Alcohol,Post Malone Featuring Fleet Foxes,Love/Hate Letter To Alcohol_Post Malone Featuring Fleet Foxes,0.475,0.569,4.0,-7.073,0.0,0.0343,0.037,0.00129,0.232,0.0395,108.007,audio_features,6R9c642Hs3tOdLowjYaWt2,spotify:track:6R9c642Hs3tOdLowjYaWt2,https://api.spotify.com/v1/tracks/6R9c642Hs3tOdLowjYaWt2,https://api.spotify.com/v1/audio-analysis/6R9c642Hs3tOdLowjYaWt2,183816.0,4.0
Vegas,Doja Cat,Vegas_Doja Cat,0.789,0.604,8.0,-7.616,0.0,0.25,0.0768,4.89e-05,0.137,0.765,159.979,audio_features,3FWwi61OP7vXEikwqhZCPZ,spotify:track:3FWwi61OP7vXEikwqhZCPZ,https://api.spotify.com/v1/tracks/3FWwi61OP7vXEikwqhZCPZ,https://api.spotify.com/v1/audio-analysis/3FWwi61OP7vXEikwqhZCPZ,183027.0,4.0
Te Felicito,Shakira & Rauw Alejandro,Te Felicito_Shakira & Rauw Alejandro,0.695,0.636,5.0,-4.654,1.0,0.317,0.234,0.0,0.081,0.575,174.14,audio_features,2rurDawMfoKP4uHyb2kJBt,spotify:track:2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/tracks/2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/audio-analysis/2rurDawMfoKP4uHyb2kJBt,172235.0,4.0
When I'm Alone,Post Malone,When I'm Alone_Post Malone,0.485,0.656,10.0,-6.121,0.0,0.0528,0.0346,0.0,0.155,0.106,140.107,audio_features,5Ja2u1FPlVxrxeMWEa2dcn,spotify:track:5Ja2u1FPlVxrxeMWEa2dcn,https://api.spotify.com/v1/tracks/5Ja2u1FPlVxrxeMWEa2dcn,https://api.spotify.com/v1/audio-analysis/5Ja2u1FPlVxrxeMWEa2dcn,195111.0,4.0
Euthanasia,Post Malone,Euthanasia_Post Malone,0.301,0.303,4.0,-12.39,1.0,0.0458,0.177,0.031,0.0979,0.0384,141.997,audio_features,7JyFwJC3uRpiNfq7oKafgn,spotify:track:7JyFwJC3uRpiNfq7oKafgn,https://api.spotify.com/v1/tracks/7JyFwJC3uRpiNfq7oKafgn,https://api.spotify.com/v1/audio-analysis/7JyFwJC3uRpiNfq7oKafgn,145796.0,4.0
Running Up That Hill (A Deal With God),Kate Bush,Running Up That Hill (A Deal With God)_Kate Bush,0.629,0.545,10.0,-13.123,0.0,0.0546,0.719,0.00308,0.0604,0.194,108.376,audio_features,1PtQJZVZIdWIYdARpZRDFO,spotify:track:1PtQJZVZIdWIYdARpZRDFO,https://api.spotify.com/v1/tracks/1PtQJZVZIdWIYdARpZRDFO,https://api.spotify.com/v1/audio-analysis/1PtQJZVZIdWIYdARpZRDFO,298933.0,4.0
True Love,Kanye West & XXXTENTACION,True Love_Kanye West & XXXTENTACION,0.712,0.861,5.0,-5.487,0.0,0.25,0.0182,6.09e-06,0.511,0.388,84.042,audio_features,06JvOZ39sK8D8SqiqfaxDU,spotify:track:06JvOZ39sK8D8SqiqfaxDU,https://api.spotify.com/v1/tracks/06JvOZ39sK8D8SqiqfaxDU,https://api.spotify.com/v1/audio-analysis/06JvOZ39sK8D8SqiqfaxDU,148571.0,4.0
Sleazy Flow,SleazyWorld Go Featuring Lil Baby,Sleazy Flow_SleazyWorld Go Featuring Lil Baby,0.825,0.234,9.0,-14.202,1.0,0.495,0.235,9.54e-06,0.0696,0.18,77.487,audio_features,5mt882Eqx22RwFOTE01jS8,spotify:track:5mt882Eqx22RwFOTE01jS8,https://api.spotify.com/v1/tracks/5mt882Eqx22RwFOTE01jS8,https://api.spotify.com/v1/audio-analysis/5mt882Eqx22RwFOTE01jS8,111484.0,4.0
See Wat I'm Sayin,Moneybagg Yo,See Wat I'm Sayin_Moneybagg Yo,0.936,0.497,1.0,-7.185,1.0,0.41,0.0324,0.0,0.111,0.364,138.016,audio_features,30vAfL9Wyu2fu07vdbZ1Xt,spotify:track:30vAfL9Wyu2fu07vdbZ1Xt,https://api.spotify.com/v1/tracks/30vAfL9Wyu2fu07vdbZ1Xt,https://api.spotify.com/v1/audio-analysis/30vAfL9Wyu2fu07vdbZ1Xt,146732.0,4.0
Die Young,Sleepy Hallow Featuring 347aidan,Die Young_Sleepy Hallow Featuring 347aidan,0.812,0.582,11.0,-6.26,1.0,0.334,0.823,0.0,0.111,0.672,77.475,audio_features,4wBzWNjUMwQg541J8cAciN,spotify:track:4wBzWNjUMwQg541J8cAciN,https://api.spotify.com/v1/tracks/4wBzWNjUMwQg541J8cAciN,https://api.spotify.com/v1/audio-analysis/4wBzWNjUMwQg541J8cAciN,148817.0,4.0
Potion,"Calvin Harris, Dua Lipa & Young Thug","Potion_Calvin Harris, Dua Lipa & Young Thug",0.824,0.697,11.0,-4.869,0.0,0.0473,0.158,4.11e-05,0.077,0.757,99.988,audio_features,7fYRg3CEbk6rNCuzNzMT06,spotify:track:7fYRg3CEbk6rNCuzNzMT06,https://api.spotify.com/v1/tracks/7fYRg3CEbk6rNCuzNzMT06,https://api.spotify.com/v1/audio-analysis/7fYRg3CEbk6rNCuzNzMT06,214460.0,4.0
She Had Me At Heads Carolina,Cole Swindell,She Had Me At Heads Carolina_Cole Swindell,0.607,0.912,8.0,-3.449,1.0,0.0611,0.124,0.0,0.332,0.722,134.944,audio_features,200x8ONbPfFzByUr3fVz46,spotify:track:200x8ONbPfFzByUr3fVz46,https://api.spotify.com/v1/tracks/200x8ONbPfFzByUr3fVz46,https://api.spotify.com/v1/audio-analysis/200x8ONbPfFzByUr3fVz46,206107.0,4.0
Sunroof,Nicky Youre & dazy,Sunroof_Nicky Youre & dazy,0.768,0.714,10.0,-5.11,1.0,0.0401,0.352,0.0,0.15,0.842,131.443,audio_features,5YqEzk3C5c3UZ1D5fJUlXA,spotify:track:5YqEzk3C5c3UZ1D5fJUlXA,https://api.spotify.com/v1/tracks/5YqEzk3C5c3UZ1D5fJUlXA,https://api.spotify.com/v1/audio-analysis/5YqEzk3C5c3UZ1D5fJUlXA,163026.0,4.0
F.N.F. (Let's Go),Hitkidd & GloRilla,F.N.F. (Let's Go)_Hitkidd & GloRilla,0.812,0.725,1.0,-4.159,1.0,0.307,0.0626,0.0,0.374,0.65,156.985,audio_features,5nEUEJWFtBFdjVGeFyIOL0,spotify:track:5nEUEJWFtBFdjVGeFyIOL0,https://api.spotify.com/v1/tracks/5nEUEJWFtBFdjVGeFyIOL0,https://api.spotify.com/v1/audio-analysis/5nEUEJWFtBFdjVGeFyIOL0,137387.0,4.0
Wild Hearts,Keith Urban,Wild Hearts_Keith Urban,0.605,0.786,4.0,-4.138,1.0,0.0379,0.00276,0.0,0.347,0.512,116.995,audio_features,0BQpyaFrb78b9uobWNheqx,spotify:track:0BQpyaFrb78b9uobWNheqx,https://api.spotify.com/v1/tracks/0BQpyaFrb78b9uobWNheqx,https://api.spotify.com/v1/audio-analysis/0BQpyaFrb78b9uobWNheqx,182930.0,4.0
Last Night Lonely,Jon Pardi,Last Night Lonely_Jon Pardi,0.652,0.813,6.0,-2.842,1.0,0.0268,0.00544,0.0,0.101,0.851,102.987,audio_features,0k11c8vwyeNSGQex6UMa1v,spotify:track:0k11c8vwyeNSGQex6UMa1v,https://api.spotify.com/v1/tracks/0k11c8vwyeNSGQex6UMa1v,https://api.spotify.com/v1/audio-analysis/0k11c8vwyeNSGQex6UMa1v,182161.0,4.0
7500 OBO,Tim McGraw,7500 OBO_Tim McGraw,0.528,0.718,7.0,-6.954,1.0,0.0337,0.1,0.0,0.304,0.51,155.759,audio_features,7A4WmJcWx6KrVRfQ2CP8e7,spotify:track:7A4WmJcWx6KrVRfQ2CP8e7,https://api.spotify.com/v1/tracks/7A4WmJcWx6KrVRfQ2CP8e7,https://api.spotify.com/v1/audio-analysis/7A4WmJcWx6KrVRfQ2CP8e7,221400.0,4.0
Until I Found You,Stephen Sanchez,Until I Found You_Stephen Sanchez,0.539,0.508,10.0,-6.05,1.0,0.0288,0.727,0.0,0.174,0.227,101.358,audio_features,0T5iIrXA4p5GsubkhuBIKV,spotify:track:0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/tracks/0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/audio-analysis/0T5iIrXA4p5GsubkhuBIKV,177720.0,3.0
Late Night Talking,Harry Styles,Late Night Talking_Harry Styles,0.714,0.728,10.0,-4.595,1.0,0.0468,0.298,0.0,0.106,0.901,114.996,audio_features,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955.0,4.0
Music For A Sushi Restaurant,Harry Styles,Music For A Sushi Restaurant_Harry Styles,0.72,0.715,11.0,-4.652,1.0,0.04,0.258,0.0568,0.107,0.357,107.041,audio_features,5LYMamLv12UPbemOaTPyeV,spotify:track:5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/tracks/5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/audio-analysis/5LYMamLv12UPbemOaTPyeV,193813.0,4.0
Matilda,Harry Styles,Matilda_Harry Styles,0.507,0.294,2.0,-10.0,1.0,0.04,0.896,1.97e-05,0.0966,0.386,114.199,audio_features,6uvh0In7u1Xn4HgxOfAn8O,spotify:track:6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/tracks/6uvh0In7u1Xn4HgxOfAn8O,https://api.spotify.com/v1/audio-analysis/6uvh0In7u1Xn4HgxOfAn8O,245964.0,4.0
Daylight,Harry Styles,Daylight_Harry Styles,0.686,0.445,0.0,-7.189,1.0,0.0398,0.484,0.00144,0.175,0.626,145.5,audio_features,51Zw1cKDgkad0CXv23HCMU,spotify:track:51Zw1cKDgkad0CXv23HCMU,https://api.spotify.com/v1/tracks/51Zw1cKDgkad0CXv23HCMU,https://api.spotify.com/v1/audio-analysis/51Zw1cKDgkad0CXv23HCMU,164533.0,3.0
Little Freak,Harry Styles,Little Freak_Harry Styles,0.559,0.535,3.0,-7.723,1.0,0.039,0.719,0.000143,0.0954,0.402,141.96,audio_features,3i058E8uxTsYqJ5NWZzqSj,spotify:track:3i058E8uxTsYqJ5NWZzqSj,https://api.spotify.com/v1/tracks/3i058E8uxTsYqJ5NWZzqSj,https://api.spotify.com/v1/audio-analysis/3i058E8uxTsYqJ5NWZzqSj,202183.0,4.0
Grapejuice,Harry Styles,Grapejuice_Harry Styles,0.645,0.721,5.0,-4.394,1.0,0.0336,0.357,0.143,0.204,0.88,182.928,audio_features,4j6kId9QIqhoXvqHKgSKa0,spotify:track:4j6kId9QIqhoXvqHKgSKa0,https://api.spotify.com/v1/tracks/4j6kId9QIqhoXvqHKgSKa0,https://api.spotify.com/v1/audio-analysis/4j6kId9QIqhoXvqHKgSKa0,191959.0,4.0
Satellite,Harry Styles,Satellite_Harry Styles,0.576,0.457,0.0,-6.473,1.0,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,audio_features,0rzaRSujxA0bKyjJl6vHYq,spotify:track:0rzaRSujxA0bKyjJl6vHYq,https://api.spotify.com/v1/tracks/0rzaRSujxA0bKyjJl6vHYq,https://api.spotify.com/v1/audio-analysis/0rzaRSujxA0bKyjJl6vHYq,218577.0,4.0
Cinema,Harry Styles,Cinema_Harry Styles,0.829,0.644,9.0,-7.696,0.0,0.0427,0.354,0.0511,0.0944,0.896,105.993,audio_features,35TyJIMR3xRouUuo2sjS6v,spotify:track:35TyJIMR3xRouUuo2sjS6v,https://api.spotify.com/v1/tracks/35TyJIMR3xRouUuo2sjS6v,https://api.spotify.com/v1/audio-analysis/35TyJIMR3xRouUuo2sjS6v,243508.0,4.0
Daydreaming,Harry Styles,Daydreaming_Harry Styles,0.707,0.811,4.0,-5.298,0.0,0.0304,0.311,0.0152,0.131,0.899,113.971,audio_features,69w5X6uTrOaWM32IetSzvO,spotify:track:69w5X6uTrOaWM32IetSzvO,https://api.spotify.com/v1/tracks/69w5X6uTrOaWM32IetSzvO,https://api.spotify.com/v1/audio-analysis/69w5X6uTrOaWM32IetSzvO,187342.0,4.0
Keep Driving,Harry Styles,Keep Driving_Harry Styles,0.721,0.479,9.0,-9.669,1.0,0.226,0.321,0.00156,0.182,0.902,164.948,audio_features,2NcQic8JxdjAlAHuNbOIRE,spotify:track:2NcQic8JxdjAlAHuNbOIRE,https://api.spotify.com/v1/tracks/2NcQic8JxdjAlAHuNbOIRE,https://api.spotify.com/v1/audio-analysis/2NcQic8JxdjAlAHuNbOIRE,140242.0,3.0
Love Of My Life,Harry Styles,Love Of My Life_Harry Styles,0.555,0.536,7.0,-8.233,1.0,0.0452,0.669,0.0,0.0623,0.203,118.057,audio_features,1mw0RgNXIpYRyyCdBQbLgA,spotify:track:1mw0RgNXIpYRyyCdBQbLgA,https://api.spotify.com/v1/tracks/1mw0RgNXIpYRyyCdBQbLgA,https://api.spotify.com/v1/audio-analysis/1mw0RgNXIpYRyyCdBQbLgA,191638.0,4.0
Boyfriends,Harry Styles,Boyfriends_Harry Styles,0.417,0.202,0.0,-10.976,1.0,0.0357,0.935,0.0,0.108,0.323,118.029,audio_features,6qj02zSeEJGWZ4c0dn5QzJ,spotify:track:6qj02zSeEJGWZ4c0dn5QzJ,https://api.spotify.com/v1/tracks/6qj02zSeEJGWZ4c0dn5QzJ,https://api.spotify.com/v1/audio-analysis/6qj02zSeEJGWZ4c0dn5QzJ,194544.0,4.0
Hotel Lobby (Unc And Phew),Quavo & Takeoff,Hotel Lobby (Unc And Phew)_Quavo & Takeoff,0.825,0.649,11.0,-4.297,1.0,0.169,0.117,0.0,0.232,0.143,127.978,audio_features,4vVjPTApwXZwB2H3mBq3ml,spotify:track:4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/tracks/4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/audio-analysis/4vVjPTApwXZwB2H3mBq3ml,142657.0,4.0
Like I Love Country Music,Kane Brown,Like I Love Country Music_Kane Brown,0.542,0.82,8.0,-6.073,1.0,0.0432,0.000682,0.000136,0.0561,0.702,124.85,audio_features,3j1xkzTW8owIphkWV51V9s,spotify:track:3j1xkzTW8owIphkWV51V9s,https://api.spotify.com/v1/tracks/3j1xkzTW8owIphkWV51V9s,https://api.spotify.com/v1/audio-analysis/3j1xkzTW8owIphkWV51V9s,234341.0,4.0
DFMU,Ella Mai,DFMU_Ella Mai,0.708,0.673,6.0,-4.163,1.0,0.0585,0.499,0.000233,0.103,0.311,136.969,audio_features,1bdm32mVmoGcek5bVKxQKd,spotify:track:1bdm32mVmoGcek5bVKxQKd,https://api.spotify.com/v1/tracks/1bdm32mVmoGcek5bVKxQKd,https://api.spotify.com/v1/audio-analysis/1bdm32mVmoGcek5bVKxQKd,197520.0,4.0
N95,Kendrick Lamar,N95_Kendrick Lamar,0.79,0.67,1.0,-5.527,1.0,0.105,0.377,2.32e-06,0.119,0.408,139.956,audio_features,0fX4oNGBWO3dSGUZcVdVV2,spotify:track:0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/tracks/0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/audio-analysis/0fX4oNGBWO3dSGUZcVdVV2,195950.0,4.0
Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer","Die Hard_Kendrick Lamar, Blxst & Amanda Reifer",0.775,0.736,1.0,-8.072,0.0,0.247,0.319,0.00116,0.127,0.362,100.988,audio_features,2g6tReTlM2Akp41g0HaeXN,spotify:track:2g6tReTlM2Akp41g0HaeXN,https://api.spotify.com/v1/tracks/2g6tReTlM2Akp41g0HaeXN,https://api.spotify.com/v1/audio-analysis/2g6tReTlM2Akp41g0HaeXN,239027.0,4.0
You Proof,Morgan Wallen,You Proof_Morgan Wallen,0.732,0.839,9.0,-5.007,1.0,0.0345,0.265,0.0,0.602,0.629,119.724,audio_features,5W4kiM2cUYBJXKRudNyxjW,spotify:track:5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/tracks/5W4kiM2cUYBJXKRudNyxjW,https://api.spotify.com/v1/audio-analysis/5W4kiM2cUYBJXKRudNyxjW,157478.0,4.0
Silent Hill,Kendrick Lamar & Kodak Black,Silent Hill_Kendrick Lamar & Kodak Black,0.907,0.577,1.0,-6.737,0.0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,audio_features,3lzUeaCbcCDB5IXYfqWRlF,spotify:track:3lzUeaCbcCDB5IXYfqWRlF,https://api.spotify.com/v1/tracks/3lzUeaCbcCDB5IXYfqWRlF,https://api.spotify.com/v1/audio-analysis/3lzUeaCbcCDB5IXYfqWRlF,220779.0,4.0
United In Grief,Kendrick Lamar,United In Grief_Kendrick Lamar,0.529,0.845,8.0,-8.142,1.0,0.404,0.244,0.0,0.143,0.331,85.63,audio_features,5Gt9bxniM1SxN61yRzRhXL,spotify:track:5Gt9bxniM1SxN61yRzRhXL,https://api.spotify.com/v1/tracks/5Gt9bxniM1SxN61yRzRhXL,https://api.spotify.com/v1/audio-analysis/5Gt9bxniM1SxN61yRzRhXL,255378.0,3.0
Father Time,Kendrick Lamar Featuring Sampha,Father Time_Kendrick Lamar Featuring Sampha,0.514,0.779,10.0,-4.365,0.0,0.344,0.181,0.0,0.099,0.517,152.869,audio_features,28qA8y1sz0FTuSapsCxNOG,spotify:track:28qA8y1sz0FTuSapsCxNOG,https://api.spotify.com/v1/tracks/28qA8y1sz0FTuSapsCxNOG,https://api.spotify.com/v1/audio-analysis/28qA8y1sz0FTuSapsCxNOG,222497.0,4.0
Rich Spirit,Kendrick Lamar,Rich Spirit_Kendrick Lamar,0.852,0.421,10.0,-9.153,0.0,0.208,0.428,2.28e-06,0.106,0.457,95.977,audio_features,1QPreu0BNOrUfEb8HTd2qG,spotify:track:1QPreu0BNOrUfEb8HTd2qG,https://api.spotify.com/v1/tracks/1QPreu0BNOrUfEb8HTd2qG,https://api.spotify.com/v1/audio-analysis/1QPreu0BNOrUfEb8HTd2qG,202285.0,4.0
We Cry Together,Kendrick Lamar & Taylour Paige,We Cry Together_Kendrick Lamar & Taylour Paige,0.648,0.68,11.0,-7.276,1.0,0.345,0.292,0.0,0.0808,0.504,106.89,audio_features,67XC51nlZncNpHmZ8rOU9a,spotify:track:67XC51nlZncNpHmZ8rOU9a,https://api.spotify.com/v1/tracks/67XC51nlZncNpHmZ8rOU9a,https://api.spotify.com/v1/audio-analysis/67XC51nlZncNpHmZ8rOU9a,341307.0,3.0
Worldwide Steppers,Kendrick Lamar,Worldwide Steppers_Kendrick Lamar,0.514,0.472,8.0,-11.106,0.0,0.368,0.753,0.00012,0.0746,0.557,77.215,audio_features,66mVPWmFvXPFf8pjK5ttOW,spotify:track:66mVPWmFvXPFf8pjK5ttOW,https://api.spotify.com/v1/tracks/66mVPWmFvXPFf8pjK5ttOW,https://api.spotify.com/v1/audio-analysis/66mVPWmFvXPFf8pjK5ttOW,203367.0,3.0
Count Me Out,Kendrick Lamar,Count Me Out_Kendrick Lamar,0.776,0.431,4.0,-7.544,0.0,0.091,0.671,0.0,0.153,0.495,133.999,audio_features,6BU1RZexmvJcBjgagVVt3M,spotify:track:6BU1RZexmvJcBjgagVVt3M,https://api.spotify.com/v1/tracks/6BU1RZexmvJcBjgagVVt3M,https://api.spotify.com/v1/audio-analysis/6BU1RZexmvJcBjgagVVt3M,283642.0,4.0
Purple Hearts,"Kendrick Lamar, Summer Walker & Ghostface Killah","Purple Hearts_Kendrick Lamar, Summer Walker & Ghostface Killah",0.567,0.824,3.0,-6.973,0.0,0.296,0.167,2.65e-06,0.149,0.737,138.202,audio_features,1REVvAphiSTJyKQ1fDpHa4,spotify:track:1REVvAphiSTJyKQ1fDpHa4,https://api.spotify.com/v1/tracks/1REVvAphiSTJyKQ1fDpHa4,https://api.spotify.com/v1/audio-analysis/1REVvAphiSTJyKQ1fDpHa4,329295.0,4.0
Savior,"Kendrick Lamar, Baby Keem, & Sam Dew","Savior_Kendrick Lamar, Baby Keem, & Sam Dew",0.605,0.692,8.0,-7.45,1.0,0.446,0.495,0.0,0.303,0.685,124.84,audio_features,3drdWsJKiVCSQ2gKhd9BDT,spotify:track:3drdWsJKiVCSQ2gKhd9BDT,https://api.spotify.com/v1/tracks/3drdWsJKiVCSQ2gKhd9BDT,https://api.spotify.com/v1/audio-analysis/3drdWsJKiVCSQ2gKhd9BDT,224466.0,5.0
