date,rank,song,artist,pk
2022-08-20,56,Numb,Marshmello & Khalid,Numb_Marshmello & Khalid
2022-08-20,57,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,Sleazy Flow_SleazyWorld Go Featuring Lil Baby
2022-08-20,58,Ojitos Lindos,Bad Bunny & Bomba Estereo,Ojitos Lindos_Bad Bunny & Bomba Estereo
2022-08-20,59,So Good,Halsey,So Good_Halsey
2022-08-20,60,Despues de La Playa,Bad Bunny,Despues de La Playa_Bad Bunny
2022-08-20,61,New Truck,Dylan Scott,New Truck_Dylan Scott
2022-08-20,62,Vette Motors,YoungBoy Never Broke Again,Vette Motors_YoungBoy Never Broke Again
2022-08-20,63,Fuck Da Industry,YoungBoy Never Broke Again,Fuck Da Industry_YoungBoy Never Broke Again
2022-08-20,64,Free Mind,Tems,Free Mind_Tems
2022-08-20,65,Whiskey On You,Nate Smith,Whiskey On You_Nate Smith
2022-08-20,66,Victoria's Secret,Jax,Victoria's Secret_Jax
2022-08-20,67,Church Girl,Beyonce,Church Girl_Beyonce
2022-08-20,68,Free Dem 5's,YoungBoy Never Broke Again,Free Dem 5's_YoungBoy Never Broke Again
2022-08-20,69,Unstoppable,Sia,Unstoppable_Sia
2022-08-20,70,Bones,Imagine Dragons,Bones_Imagine Dragons
2022-08-20,71,Tarot,Bad Bunny & Jhay Cortez,Tarot_Bad Bunny & Jhay Cortez
2022-08-20,72,Wishful Drinking,Ingrid Andress With Sam Hunt,Wishful Drinking_Ingrid Andress With Sam Hunt
2022-08-20,73,Last Last,Burna Boy,Last Last_Burna Boy
2022-08-20,74,Dah Dah DahDah,Nardo Wick,Dah Dah DahDah_Nardo Wick
2022-08-20,75,Lost Soul Survivor,YoungBoy Never Broke Again,Lost Soul Survivor_YoungBoy Never Broke Again
2022-08-20,76,With A Woman You Love,Justin Moore,With A Woman You Love_Justin Moore
2022-08-20,77,Cooped Up,Post Malone Featuring Roddy Ricch,Cooped Up_Post Malone Featuring Roddy Ricch
2022-08-20,78,Truth About You,Mitchell Tenpenny,Truth About You_Mitchell Tenpenny
2022-08-20,79,Energy,Beyonce Featuring BEAM,Energy_Beyonce Featuring BEAM
2022-08-20,80,At The End Of A Bar,Chris Young With Mitchell Tenpenny,At The End Of A Bar_Chris Young With Mitchell Tenpenny
2022-08-20,81,Pick Me Up,Gabby Barrett,Pick Me Up_Gabby Barrett
2022-08-20,82,She Likes It,Russell Dickerson & Jake Scott,She Likes It_Russell Dickerson & Jake Scott
2022-08-20,83,Hold Your Own,YoungBoy Never Broke Again,Hold Your Own_YoungBoy Never Broke Again
2022-08-20,84,Ghost Story,Carrie Underwood,Ghost Story_Carrie Underwood
2022-08-20,85,Puffin On Zootiez,Future,Puffin On Zootiez_Future
2022-08-20,86,Top Sound,YoungBoy Never Broke Again,Top Sound_YoungBoy Never Broke Again
2022-08-20,87,Never Sleep,"NAV, Travis Scott & Lil Baby","Never Sleep_NAV, Travis Scott & Lil Baby"
2022-08-20,88,Kamikaze,YoungBoy Never Broke Again,Kamikaze_YoungBoy Never Broke Again
2022-08-20,89,Hotel Lobby (Unc And Phew),Quavo & Takeoff,Hotel Lobby (Unc And Phew)_Quavo & Takeoff
2022-08-20,90,My Time,YoungBoy Never Broke Again,My Time_YoungBoy Never Broke Again
2022-08-20,91,Thought You Should Know,Morgan Wallen,Thought You Should Know_Morgan Wallen
2022-08-20,92,I'm That Girl,Beyonce,I'm That Girl_Beyonce
2022-08-20,93,Cozy,Beyonce,Cozy_Beyonce
2022-08-20,94,Un Ratito,Bad Bunny,Un Ratito_Bad Bunny
2022-08-20,95,La Corriente,Bad Bunny & Tony Dize,La Corriente_Bad Bunny & Tony Dize
2022-08-20,96,Big 14,"Trippie Redd, Moneybagg Yo & Offset","Big 14_Trippie Redd, Moneybagg Yo & Offset"
2022-08-20,97,Until I Found You,Stephen Sanchez,Until I Found You_Stephen Sanchez
2022-08-20,98,Despecha,Rosalia,Despecha_Rosalia
2022-08-20,99,Love Me More,Sam Smith,Love Me More_Sam Smith
2022-08-20,100,7 Days,YoungBoy Never Broke Again,7 Days_YoungBoy Never Broke Again
2022-08-13,1,Break My Soul,Beyonce,Break My Soul_Beyonce
2022-08-13,2,About Damn Time,Lizzo,About Damn Time_Lizzo
2022-08-13,3,As It Was,Harry Styles,As It Was_Harry Styles
2022-08-13,4,Running Up That Hill (A Deal With God),Kate Bush,Running Up That Hill (A Deal With God)_Kate Bush
2022-08-13,5,Wait For U,Future Featuring Drake & Tems,Wait For U_Future Featuring Drake & Tems
2022-08-13,6,First Class,Jack Harlow,First Class_Jack Harlow
2022-08-13,7,Bad Habit,Steve Lacy,Bad Habit_Steve Lacy
2022-08-13,8,Me Porto Bonito,Bad Bunny & Chencho Corleone,Me Porto Bonito_Bad Bunny & Chencho Corleone
2022-08-13,9,Sunroof,Nicky Youre & dazy,Sunroof_Nicky Youre & dazy
2022-08-13,10,Late Night Talking,Harry Styles,Late Night Talking_Harry Styles
2022-08-13,11,I Like You (A Happier Song),Post Malone Featuring Doja Cat,I Like You (A Happier Song)_Post Malone Featuring Doja Cat
2022-08-13,12,Heat Waves,Glass Animals,Heat Waves_Glass Animals
2022-08-13,13,Cuff It,Beyonce,Cuff It_Beyonce
2022-08-13,14,The Kind Of Love We Make,Luke Combs,The Kind Of Love We Make_Luke Combs
2022-08-13,15,Wasted On You,Morgan Wallen,Wasted On You_Morgan Wallen
2022-08-13,16,Titi Me Pregunto,Bad Bunny,Titi Me Pregunto_Bad Bunny
2022-08-13,17,Stay,The Kid LAROI & Justin Bieber,Stay_The Kid LAROI & Justin Bieber
2022-08-13,18,Big Energy,Latto,Big Energy_Latto
2022-08-13,19,Alien Superstar,Beyonce,Alien Superstar_Beyonce
2022-08-13,20,Jimmy Cooks,Drake Featuring 21 Savage,Jimmy Cooks_Drake Featuring 21 Savage
2022-08-13,21,You Proof,Morgan Wallen,You Proof_Morgan Wallen
2022-08-13,22,Church Girl,Beyonce,Church Girl_Beyonce
2022-08-13,23,I Ain't Worried,OneRepublic,I Ain't Worried_OneRepublic
2022-08-13,24,Numb Little Bug,Em Beihold,Numb Little Bug_Em Beihold
2022-08-13,25,She Had Me At Heads Carolina,Cole Swindell,She Had Me At Heads Carolina_Cole Swindell
2022-08-13,26,I'm That Girl,Beyonce,I'm That Girl_Beyonce
2022-08-13,27,Energy,Beyonce Featuring BEAM,Energy_Beyonce Featuring BEAM
2022-08-13,28,Glimpse Of Us,Joji,Glimpse Of Us_Joji
2022-08-13,29,Ghost,Justin Bieber,Ghost_Justin Bieber
2022-08-13,30,Cozy,Beyonce,Cozy_Beyonce
2022-08-13,31,Get Into It (Yuh),Doja Cat,Get Into It (Yuh)_Doja Cat
2022-08-13,32,Moscow Mule,Bad Bunny,Moscow Mule_Bad Bunny
2022-08-13,33,Shivers,Ed Sheeran,Shivers_Ed Sheeran
2022-08-13,34,Like I Love Country Music,Kane Brown,Like I Love Country Music_Kane Brown
2022-08-13,35,Vegas,Doja Cat,Vegas_Doja Cat
2022-08-13,36,Cold Heart (PNAU Remix),Elton John & Dua Lipa,Cold Heart (PNAU Remix)_Elton John & Dua Lipa
2022-08-13,37,In A Minute,Lil Baby,In A Minute_Lil Baby
2022-08-13,38,5 Foot 9,Tyler Hubbard,5 Foot 9_Tyler Hubbard
2022-08-13,39,Sticky,Drake,Sticky_Drake
2022-08-13,40,Rock And A Hard Place,Bailey Zimmerman,Rock And A Hard Place_Bailey Zimmerman
2022-08-13,41,Plastic Off The Sofa,Beyonce,Plastic Off The Sofa_Beyonce
2022-08-13,42,Fall In Love,Bailey Zimmerman,Fall In Love_Bailey Zimmerman
2022-08-13,43,Virgo's Groove,Beyonce,Virgo's Groove_Beyonce
2022-08-13,44,Provenza,Karol G,Provenza_Karol G
2022-08-13,45,Something In The Orange,Zach Bryan,Something In The Orange_Zach Bryan
2022-08-13,46,Efecto,Bad Bunny,Efecto_Bad Bunny
2022-08-13,47,Summer Renaissance,Beyonce,Summer Renaissance_Beyonce
2022-08-13,48,Super Gremlin,Kodak Black,Super Gremlin_Kodak Black
2022-08-13,49,Last Night Lonely,Jon Pardi,Last Night Lonely_Jon Pardi
2022-08-13,50,Never Sleep,"NAV, Travis Scott & Lil Baby","Never Sleep_NAV, Travis Scott & Lil Baby"
2022-08-13,51,Heated,Beyonce,Heated_Beyonce
2022-08-13,52,Damn Strait,Scotty McCreery,Damn Strait_Scotty McCreery
2022-08-13,53,Thique,Beyonce,Thique_Beyonce
2022-08-13,54,Take My Name,Parmalee,Take My Name_Parmalee
2022-08-13,55,Move,Beyonce Featuring Grace Jones & Tems,Move_Beyonce Featuring Grace Jones & Tems
2022-08-13,56,Hot Shit,"Cardi B, Ye & Lil Durk","Hot Shit_Cardi B, Ye & Lil Durk"
2022-08-13,57,Left And Right,Charlie Puth Featuring Jung Kook,Left And Right_Charlie Puth Featuring Jung Kook
2022-08-13,58,Son Of A Sinner,Jelly Roll,Son Of A Sinner_Jelly Roll
2022-08-13,59,Party,Bad Bunny & Rauw Alejandro,Party_Bad Bunny & Rauw Alejandro
2022-08-13,60,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,Sleazy Flow_SleazyWorld Go Featuring Lil Baby
2022-08-13,61,Ojitos Lindos,Bad Bunny & Bomba Estereo,Ojitos Lindos_Bad Bunny & Bomba Estereo
2022-08-13,62,F.N.F. (Let's Go),Hitkidd & GloRilla,F.N.F. (Let's Go)_Hitkidd & GloRilla
2022-08-13,63,Numb,Marshmello & Khalid,Numb_Marshmello & Khalid
2022-08-13,64,Pure/Honey,Beyonce,Pure/Honey_Beyonce
2022-08-13,65,Betty (Get Money),Yung Gravy,Betty (Get Money)_Yung Gravy
2022-08-13,66,New Truck,Dylan Scott,New Truck_Dylan Scott
2022-08-13,67,Despues de La Playa,Bad Bunny,Despues de La Playa_Bad Bunny
2022-08-13,68,So Good,Halsey,So Good_Halsey
2022-08-13,69,America Has A Problem,Beyonce Featuring Kendrick Lamar,America Has A Problem_Beyonce Featuring Kendrick Lamar
2022-08-13,70,All Up In Your Mind,Beyonce,All Up In Your Mind_Beyonce
2022-08-13,71,Wishful Drinking,Ingrid Andress With Sam Hunt,Wishful Drinking_Ingrid Andress With Sam Hunt
2022-08-13,72,Trouble With A Heartbreak,Jason Aldean,Trouble With A Heartbreak_Jason Aldean
2022-08-13,73,Cooped Up,Post Malone Featuring Roddy Ricch,Cooped Up_Post Malone Featuring Roddy Ricch
2022-08-13,74,Tarot,Bad Bunny & Jhay Cortez,Tarot_Bad Bunny & Jhay Cortez
2022-08-13,75,Last Last,Burna Boy,Last Last_Burna Boy
2022-08-13,76,Wild As Her,Corey Kent,Wild As Her_Corey Kent
2022-08-13,77,Free Mind,Tems,Free Mind_Tems
2022-08-13,78,Unstoppable,Sia,Unstoppable_Sia
2022-08-13,79,Puffin On Zootiez,Future,Puffin On Zootiez_Future
2022-08-13,80,Truth About You,Mitchell Tenpenny,Truth About You_Mitchell Tenpenny
2022-08-13,81,Whiskey On You,Nate Smith,Whiskey On You_Nate Smith
2022-08-13,82,With A Woman You Love,Justin Moore,With A Woman You Love_Justin Moore
2022-08-13,83,Victoria's Secret,Jax,Victoria's Secret_Jax
2022-08-13,84,Bones,Imagine Dragons,Bones_Imagine Dragons
2022-08-13,85,She Likes It,Russell Dickerson & Jake Scott,She Likes It_Russell Dickerson & Jake Scott
2022-08-13,86,At The End Of A Bar,Chris Young With Mitchell Tenpenny,At The End Of A Bar_Chris Young With Mitchell Tenpenny
2022-08-13,87,Hotel Lobby (Unc And Phew),Quavo & Takeoff,Hotel Lobby (Unc And Phew)_Quavo & Takeoff
2022-08-13,88,Pick Me Up,Gabby Barrett,Pick Me Up_Gabby Barrett
2022-08-13,89,Dah Dah DahDah,Nardo Wick,Dah Dah DahDah_Nardo Wick
2022-08-13,90,Thousand Miles,The Kid LAROI,Thousand Miles_The Kid LAROI
2022-08-13,91,Ghost Story,Carrie Underwood,Ghost Story_Carrie Underwood
2022-08-13,92,Love Me More,Sam Smith,Love Me More_Sam Smith
2022-08-13,93,Thought You Should Know,Morgan Wallen,Thought You Should Know_Morgan Wallen
2022-08-13,94,2step,Ed Sheeran Featuring Lil Baby,2step_Ed Sheeran Featuring Lil Baby
2022-08-13,95,Massive,Drake,Massive_Drake
2022-08-13,96,Until I Found You,Stephen Sanchez,Until I Found You_Stephen Sanchez
2022-08-13,97,Un Ratito,Bad Bunny,Un Ratito_Bad Bunny
2022-08-13,98,Best Thing Since Backroads,Jake Owen,Best Thing Since Backroads_Jake Owen
2022-08-13,99,La Corriente,Bad Bunny & Tony Dize,La Corriente_Bad Bunny & Tony Dize
2022-08-13,100,"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,"Bzrp Music Sessions, Vol. 52_Bizarrap & Quevedo"
2022-08-06,1,About Damn Time,Lizzo,About Damn Time_Lizzo
2022-08-06,2,As It Was,Harry Styles,As It Was_Harry Styles
2022-08-06,3,Running Up That Hill (A Deal With God),Kate Bush,Running Up That Hill (A Deal With God)_Kate Bush
2022-08-06,4,First Class,Jack Harlow,First Class_Jack Harlow
2022-08-06,5,Wait For U,Future Featuring Drake & Tems,Wait For U_Future Featuring Drake & Tems
2022-08-06,6,Break My Soul,Beyonce,Break My Soul_Beyonce
2022-08-06,7,Late Night Talking,Harry Styles,Late Night Talking_Harry Styles
2022-08-06,8,Me Porto Bonito,Bad Bunny & Chencho Corleone,Me Porto Bonito_Bad Bunny & Chencho Corleone
2022-08-06,9,I Like You (A Happier Song),Post Malone Featuring Doja Cat,I Like You (A Happier Song)_Post Malone Featuring Doja Cat
2022-08-06,10,Heat Waves,Glass Animals,Heat Waves_Glass Animals
2022-08-06,11,Bad Habit,Steve Lacy,Bad Habit_Steve Lacy
2022-08-06,12,Sunroof,Nicky Youre & dazy,Sunroof_Nicky Youre & dazy
2022-08-06,13,Big Energy,Latto,Big Energy_Latto
2022-08-06,14,Wasted On You,Morgan Wallen,Wasted On You_Morgan Wallen
2022-08-06,15,Jimmy Cooks,Drake Featuring 21 Savage,Jimmy Cooks_Drake Featuring 21 Savage
2022-08-06,16,Titi Me Pregunto,Bad Bunny,Titi Me Pregunto_Bad Bunny
2022-08-06,17,The Kind Of Love We Make,Luke Combs,The Kind Of Love We Make_Luke Combs
2022-08-06,18,Stay,The Kid LAROI & Justin Bieber,Stay_The Kid LAROI & Justin Bieber
2022-08-06,19,Numb Little Bug,Em Beihold,Numb Little Bug_Em Beihold
2022-08-06,20,Ghost,Justin Bieber,Ghost_Justin Bieber
2022-08-06,21,Glimpse Of Us,Joji,Glimpse Of Us_Joji
2022-08-06,22,You Proof,Morgan Wallen,You Proof_Morgan Wallen
2022-08-06,23,Get Into It (Yuh),Doja Cat,Get Into It (Yuh)_Doja Cat
2022-08-06,24,I Ain't Worried,OneRepublic,I Ain't Worried_OneRepublic
2022-08-06,25,She Had Me At Heads Carolina,Cole Swindell,She Had Me At Heads Carolina_Cole Swindell
2022-08-06,26,Moscow Mule,Bad Bunny,Moscow Mule_Bad Bunny
2022-08-06,27,Shivers,Ed Sheeran,Shivers_Ed Sheeran
2022-08-06,28,Vegas,Doja Cat,Vegas_Doja Cat
2022-08-06,29,Cold Heart (PNAU Remix),Elton John & Dua Lipa,Cold Heart (PNAU Remix)_Elton John & Dua Lipa
2022-08-06,30,Like I Love Country Music,Kane Brown,Like I Love Country Music_Kane Brown
2022-08-06,31,In A Minute,Lil Baby,In A Minute_Lil Baby
2022-08-06,32,Damn Strait,Scotty McCreery,Damn Strait_Scotty McCreery
2022-08-06,33,Rock And A Hard Place,Bailey Zimmerman,Rock And A Hard Place_Bailey Zimmerman
2022-08-06,34,Provenza,Karol G,Provenza_Karol G
2022-08-06,35,Boyfriend,Dove Cameron,Boyfriend_Dove Cameron
2022-08-06,36,Sticky,Drake,Sticky_Drake
2022-08-06,37,Fall In Love,Bailey Zimmerman,Fall In Love_Bailey Zimmerman
2022-08-06,38,Enemy,Imagine Dragons X JID,Enemy_Imagine Dragons X JID
2022-08-06,39,Super Gremlin,Kodak Black,Super Gremlin_Kodak Black
2022-08-06,40,Last Night Lonely,Jon Pardi,Last Night Lonely_Jon Pardi
2022-08-06,41,Something In The Orange,Zach Bryan,Something In The Orange_Zach Bryan
2022-08-06,42,Thats What I Want,Lil Nas X,Thats What I Want_Lil Nas X
2022-08-06,43,Woman,Doja Cat,Woman_Doja Cat
2022-08-06,44,Efecto,Bad Bunny,Efecto_Bad Bunny
2022-08-06,45,Hot Shit,"Cardi B, Ye & Lil Durk","Hot Shit_Cardi B, Ye & Lil Durk"
2022-08-06,46,Take My Name,Parmalee,Take My Name_Parmalee
2022-08-06,47,Left And Right,Charlie Puth Featuring Jung Kook,Left And Right_Charlie Puth Featuring Jung Kook
2022-08-06,48,5 Foot 9,Tyler Hubbard,5 Foot 9_Tyler Hubbard
2022-08-06,49,Sweetest Pie,Megan Thee Stallion & Dua Lipa,Sweetest Pie_Megan Thee Stallion & Dua Lipa
2022-08-06,50,Thousand Miles,The Kid LAROI,Thousand Miles_The Kid LAROI
2022-08-06,51,What Happened To Virgil,Lil Durk Featuring Gunna,What Happened To Virgil_Lil Durk Featuring Gunna
2022-08-06,52,TV,Billie Eilish,TV_Billie Eilish
2022-08-06,53,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,Sleazy Flow_SleazyWorld Go Featuring Lil Baby
2022-08-06,54,Party,Bad Bunny & Rauw Alejandro,Party_Bad Bunny & Rauw Alejandro
2022-08-06,55,Pressurelicious,Megan Thee Stallion Featuring Future,Pressurelicious_Megan Thee Stallion Featuring Future
2022-08-06,56,Son Of A Sinner,Jelly Roll,Son Of A Sinner_Jelly Roll
2022-08-06,57,Cooped Up,Post Malone Featuring Roddy Ricch,Cooped Up_Post Malone Featuring Roddy Ricch
2022-08-06,58,Despues de La Playa,Bad Bunny,Despues de La Playa_Bad Bunny
2022-08-06,59,Betty (Get Money),Yung Gravy,Betty (Get Money)_Yung Gravy
2022-08-06,60,Numb,Marshmello & Khalid,Numb_Marshmello & Khalid
2022-08-06,61,Wishful Drinking,Ingrid Andress With Sam Hunt,Wishful Drinking_Ingrid Andress With Sam Hunt
2022-08-06,62,So Good,Halsey,So Good_Halsey
2022-08-06,63,Trouble With A Heartbreak,Jason Aldean,Trouble With A Heartbreak_Jason Aldean
2022-08-06,64,Ojitos Lindos,Bad Bunny & Bomba Estereo,Ojitos Lindos_Bad Bunny & Bomba Estereo
2022-08-06,65,Progress,John Rich,Progress_John Rich
2022-08-06,66,F.N.F. (Let's Go),Hitkidd & GloRilla,F.N.F. (Let's Go)_Hitkidd & GloRilla
2022-08-06,67,New Truck,Dylan Scott,New Truck_Dylan Scott
2022-08-06,68,2step,Ed Sheeran Featuring Lil Baby,2step_Ed Sheeran Featuring Lil Baby
2022-08-06,69,Puffin On Zootiez,Future,Puffin On Zootiez_Future
2022-08-06,70,Last Last,Burna Boy,Last Last_Burna Boy
2022-08-06,71,Whiskey On You,Nate Smith,Whiskey On You_Nate Smith
2022-08-06,72,Best Thing Since Backroads,Jake Owen,Best Thing Since Backroads_Jake Owen
2022-08-06,73,Tarot,Bad Bunny & Jhay Cortez,Tarot_Bad Bunny & Jhay Cortez
2022-08-06,74,Unstoppable,Sia,Unstoppable_Sia
2022-08-06,75,Wild As Her,Corey Kent,Wild As Her_Corey Kent
2022-08-06,76,Hotel Lobby (Unc And Phew),Quavo & Takeoff,Hotel Lobby (Unc And Phew)_Quavo & Takeoff
2022-08-06,77,Free Mind,Tems,Free Mind_Tems
2022-08-06,78,Ghost Story,Carrie Underwood,Ghost Story_Carrie Underwood
2022-08-06,79,The 30th,Billie Eilish,The 30th_Billie Eilish
2022-08-06,80,Bones,Imagine Dragons,Bones_Imagine Dragons
2022-08-06,81,Massive,Drake,Massive_Drake
2022-08-06,82,Truth About You,Mitchell Tenpenny,Truth About You_Mitchell Tenpenny
2022-08-06,83,She Likes It,Russell Dickerson & Jake Scott,She Likes It_Russell Dickerson & Jake Scott
2022-08-06,84,Love Me More,Sam Smith,Love Me More_Sam Smith
2022-08-06,85,Thought You Should Know,Morgan Wallen,Thought You Should Know_Morgan Wallen
2022-08-06,86,At The End Of A Bar,Chris Young With Mitchell Tenpenny,At The End Of A Bar_Chris Young With Mitchell Tenpenny
2022-08-06,87,Silent Hill,Kendrick Lamar & Kodak Black,Silent Hill_Kendrick Lamar & Kodak Black
2022-08-06,88,Until I Found You,Stephen Sanchez,Until I Found You_Stephen Sanchez
2022-08-06,89,See Wat I'm Sayin,Moneybagg Yo,See Wat I'm Sayin_Moneybagg Yo
2022-08-06,90,With A Woman You Love,Justin Moore,With A Woman You Love_Justin Moore
2022-08-06,91,Love Lost,Mac Miller,Love Lost_Mac Miller
2022-08-06,92,Plan B,Megan Thee Stallion,Plan B_Megan Thee Stallion
2022-08-06,93,Un Ratito,Bad Bunny,Un Ratito_Bad Bunny
2022-08-06,94,Vette Motors,YoungBoy Never Broke Again,Vette Motors_YoungBoy Never Broke Again
2022-08-06,95,Cash In Cash Out,"Pharrell Williams Featuring 21 Savage & Tyler, The Creator","Cash In Cash Out_Pharrell Williams Featuring 21 Savage & Tyler, The Creator"
2022-08-06,96,Te Felicito,Shakira & Rauw Alejandro,Te Felicito_Shakira & Rauw Alejandro
2022-08-06,97,Are You Entertained,Russ & Ed Sheeran,Are You Entertained_Russ & Ed Sheeran
2022-08-06,98,"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,"Bzrp Music Sessions, Vol. 52_Bizarrap & Quevedo"
2022-08-06,99,Right On,Lil Baby,Right On_Lil Baby
2022-08-06,100,La Corriente,Bad Bunny & Tony Dize,La Corriente_Bad Bunny & Tony Dize
2022-07-30,1,About Damn Time,Lizzo,About Damn Time_Lizzo
2022-07-30,2,As It Was,Harry Styles,As It Was_Harry Styles
2022-07-30,3,Running Up That Hill (A Deal With God),Kate Bush,Running Up That Hill (A Deal With God)_Kate Bush
2022-07-30,4,First Class,Jack Harlow,First Class_Jack Harlow
2022-07-30,5,Wait For U,Future Featuring Drake & Tems,Wait For U_Future Featuring Drake & Tems
2022-07-30,6,Me Porto Bonito,Bad Bunny & Chencho Corleone,Me Porto Bonito_Bad Bunny & Chencho Corleone
2022-07-30,7,Break My Soul,Beyonce,Break My Soul_Beyonce
2022-07-30,8,Heat Waves,Glass Animals,Heat Waves_Glass Animals
2022-07-30,9,Late Night Talking,Harry Styles,Late Night Talking_Harry Styles
2022-07-30,10,Jimmy Cooks,Drake Featuring 21 Savage,Jimmy Cooks_Drake Featuring 21 Savage
2022-07-30,11,Big Energy,Latto,Big Energy_Latto
2022-07-30,12,I Like You (A Happier Song),Post Malone Featuring Doja Cat,I Like You (A Happier Song)_Post Malone Featuring Doja Cat
2022-07-30,13,Wasted On You,Morgan Wallen,Wasted On You_Morgan Wallen
2022-07-30,14,Bad Habit,Steve Lacy,Bad Habit_Steve Lacy
2022-07-30,15,Titi Me Pregunto,Bad Bunny,Titi Me Pregunto_Bad Bunny
2022-07-30,16,Sunroof,Nicky Youre & dazy,Sunroof_Nicky Youre & dazy
2022-07-30,17,The Kind Of Love We Make,Luke Combs,The Kind Of Love We Make_Luke Combs
2022-07-30,18,Stay,The Kid LAROI & Justin Bieber,Stay_The Kid LAROI & Justin Bieber
2022-07-30,19,Glimpse Of Us,Joji,Glimpse Of Us_Joji
2022-07-30,20,Numb Little Bug,Em Beihold,Numb Little Bug_Em Beihold
2022-07-30,21,Ghost,Justin Bieber,Ghost_Justin Bieber
2022-07-30,22,Get Into It (Yuh),Doja Cat,Get Into It (Yuh)_Doja Cat
2022-07-30,23,You Proof,Morgan Wallen,You Proof_Morgan Wallen
2022-07-30,24,Moscow Mule,Bad Bunny,Moscow Mule_Bad Bunny
2022-07-30,25,Bad Habits,Ed Sheeran,Bad Habits_Ed Sheeran
2022-07-30,26,She Had Me At Heads Carolina,Cole Swindell,She Had Me At Heads Carolina_Cole Swindell
2022-07-30,27,I Ain't Worried,OneRepublic,I Ain't Worried_OneRepublic
2022-07-30,28,Shivers,Ed Sheeran,Shivers_Ed Sheeran
2022-07-30,29,Cold Heart (PNAU Remix),Elton John & Dua Lipa,Cold Heart (PNAU Remix)_Elton John & Dua Lipa
2022-07-30,30,Boyfriend,Dove Cameron,Boyfriend_Dove Cameron
2022-07-30,31,Vegas,Doja Cat,Vegas_Doja Cat
2022-07-30,32,Sticky,Drake,Sticky_Drake
2022-07-30,33,Something In The Orange,Zach Bryan,Something In The Orange_Zach Bryan
2022-07-30,34,In A Minute,Lil Baby,In A Minute_Lil Baby
2022-07-30,35,Fall In Love,Bailey Zimmerman,Fall In Love_Bailey Zimmerman
2022-07-30,36,Hot Shit,"Cardi B, Ye & Lil Durk","Hot Shit_Cardi B, Ye & Lil Durk"
2022-07-30,37,Like I Love Country Music,Kane Brown,Like I Love Country Music_Kane Brown
2022-07-30,38,Enemy,Imagine Dragons X JID,Enemy_Imagine Dragons X JID
2022-07-30,39,Damn Strait,Scotty McCreery,Damn Strait_Scotty McCreery
2022-07-30,40,Woman,Doja Cat,Woman_Doja Cat
2022-07-30,41,Provenza,Karol G,Provenza_Karol G
2022-07-30,42,Rock And A Hard Place,Bailey Zimmerman,Rock And A Hard Place_Bailey Zimmerman
2022-07-30,43,Super Gremlin,Kodak Black,Super Gremlin_Kodak Black
2022-07-30,44,Thats What I Want,Lil Nas X,Thats What I Want_Lil Nas X
2022-07-30,45,Efecto,Bad Bunny,Efecto_Bad Bunny
2022-07-30,46,Take My Name,Parmalee,Take My Name_Parmalee
2022-07-30,47,Thousand Miles,The Kid LAROI,Thousand Miles_The Kid LAROI
2022-07-30,48,What Happened To Virgil,Lil Durk Featuring Gunna,What Happened To Virgil_Lil Durk Featuring Gunna
2022-07-30,49,Sweetest Pie,Megan Thee Stallion & Dua Lipa,Sweetest Pie_Megan Thee Stallion & Dua Lipa
